order_date,week_number,order_id,category,item_type,seller_name,brand,item_title,bar_code,quantity_sold,margin,price,cost
7/8/2013,28,3171052,Watches & Accessories,Watches,FlagmanPeak,Casio,CasioMensW89HB5AVIlluminatorSportNylonStrapWatch,2724275059904,1,20,114,91.2
7/1/2013,27,3132041,Watches & Accessories,Watches,shabs152,Casio,CasioWomensLQ139E1AClassicRoundAnalogWatch,2724275061068,1,20,59,47.2
7/1/2013,27,3133153,Watches & Accessories,Watches,shabs152,Casio,CasioWomensLQ139E1AClassicRoundAnalogWatch,2724275061068,1,20,59,47.2
7/13/2013,28,3197512,Watches & Accessories,Watches,shabs152,Casio,CasioWomensLQ139E1AClassicRoundAnalogWatch,2724275061068,1,20,59,47.2
7/13/2013,28,3198457,Watches & Accessories,Watches,shabs152,Casio,CasioWomensLQ139E1AClassicRoundAnalogWatch,2724275061068,1,20,59,47.2
7/15/2013,29,3212508,Watches & Accessories,Watches,shabs152,Casio,CasioWomensLQ139E1AClassicRoundAnalogWatch,2724276006822,1,20,59,47.2
7/30/2013,31,3298699,Watches & Accessories,Watches,max-store,Casio,CasioWomensLQ139E1AClassicRoundAnalogWatch,2724275061068,1,20,59,47.2
7/4/2013,27,3150577,Watches & Accessories,Watches,gpt1604,Casio,CasioWomensLRW200H1BVCFDiveSeriesDiverLookAnalogWatch,2724275032396,1,20,75,60
7/6/2013,27,3158931,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H1BVCFDiveSeriesDiverLookAnalogWatch,2724275032396,1,20,85,68
7/17/2013,29,3220578,Watches & Accessories,Watches,absholding,Casio,CasioWomensLRW200H1BVCFDiveSeriesDiverLookAnalogWatch,2724272992877,1,20,83,66.4
7/28/2013,31,3287887,Watches & Accessories,Watches,absholding,Casio,CasioWomensLRW200H1BVCFDiveSeriesDiverLookAnalogWatch,2724275032396,1,20,76,60.8
7/30/2013,31,3302554,Watches & Accessories,Watches,absholding,Casio,CasioWomensLRW200H1BVCFDiveSeriesDiverLookAnalogWatch,2724275032396,1,20,75,60
7/2/2013,27,3138340,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,124,99.2
7/3/2013,27,3142727,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,124,99.2
7/3/2013,27,3147027,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,124,99.2
7/6/2013,27,3161948,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,124,99.2
7/7/2013,28,3164353,Watches & Accessories,Watches,FlagmanPeak,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,124,99.2
7/10/2013,28,3185284,Watches & Accessories,Watches,absholding,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,124,99.2
7/25/2013,30,3268185,Watches & Accessories,Watches,absholding,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,103,82.4
7/26/2013,30,3274454,Watches & Accessories,Watches,absholding,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,102,81.6
7/27/2013,30,3282283,Watches & Accessories,Watches,absholding,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,100,80
7/29/2013,31,3293375,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,100,80
7/30/2013,31,3302369,Watches & Accessories,Watches,absholding,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,1,20,90,72
7/30/2013,31,3302554,Watches & Accessories,Watches,absholding,Casio,CasioWomensLRW200H7BVCFDiveSeriesDiverLookAnalogWatch,2724275016372,2,20,179,143.2
7/7/2013,28,3166971,Watches & Accessories,Watches,gpt1604,Casio,CasioWomensLRW200H7E2VCFDiveSeriesDiverLookAnalogWatch,2724275018796,1,20,110,88
7/9/2013,28,3176761,Watches & Accessories,Watches,gpt1604,Casio,CasioWomensLRW200H7E2VCFDiveSeriesDiverLookAnalogWatch,2724275018796,1,20,110,88
7/9/2013,28,3179534,Watches & Accessories,Watches,gpt1604,Casio,CasioWomensLRW200H7E2VCFDiveSeriesDiverLookAnalogWatch,2724275018796,1,20,110,88
7/10/2013,28,3183747,Watches & Accessories,Watches,gpt1604,Casio,CasioWomensLRW200H7E2VCFDiveSeriesDiverLookAnalogWatch,2724275018796,1,20,110,88
7/16/2013,29,3216944,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H7E2VCFDiveSeriesDiverLookAnalogWatch,2724273310311,1,20,110,88
7/16/2013,29,3217693,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H7E2VCFDiveSeriesDiverLookAnalogWatch,2724266427002,1,20,110,88
7/18/2013,29,3227411,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H7E2VCFDiveSeriesDiverLookAnalogWatch,2724265898582,1,20,110,88
7/19/2013,29,3234082,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H7E2VCFDiveSeriesDiverLookAnalogWatch,2724272370071,1,20,110,88
7/24/2013,30,3263606,Watches & Accessories,Watches,max-store,Casio,CasioWomensLRW200H7E2VCFDiveSeriesDiverLookAnalogWatch,2724275018796,1,20,108,86.4
7/31/2013,31,3307064,Watches & Accessories,Watches,absholding,Casio,A168WG,2724270095822,1,20,113,90.4
7/31/2013,31,3309408,Watches & Accessories,Watches,absholding,Casio,A168WG,2724270095822,1,20,113,90.4
7/9/2013,28,3177766,Watches & Accessories,Watches,absholding,Casio,A178WA1ADF,2724270917551,1,20,75,60
7/20/2013,29,3237263,Watches & Accessories,Watches,max-store,QQ,A436402Y,2724265861241,1,20,121,96.8
7/12/2013,28,3192060,Health & Beauty,Perfumes & Fragrances,NoorancoEurope,Aashiqaloud,AashiqAlOud100mlEDP,2724268432820,1,20,125,100
7/1/2013,27,3132294,Clothing & Accessories,Dresses,sellinmystuff,Denochi,Abayaandshailaset,2724276532826,1,20,100,80
7/2/2013,27,3139144,Health & Beauty,Perfumes & Fragrances,asgtperfumes,AbercrombieFitch,ABERCROMBIEFITCHFIERCECOLOGNEFORMEN100MLPACKEDPC,2724269525484,1,20,389,311.2
7/10/2013,28,3182382,Health & Beauty,Perfumes & Fragrances,asgtperfumes,AbercrombieFitch,ABERCROMBIEFITCHFIERCECOLOGNEFORMEN100MLPACKEDPC,2724269525484,2,20,778,622.4
7/29/2013,31,3297572,Health & Beauty,Perfumes & Fragrances,cart2gulf,AbercrombieFitch,AbercrombieFitchFierceForMenEaudeCologne100ML,2724271276510,1,20,199,159.2
7/1/2013,27,3132772,Health & Beauty,Perfumes & Fragrances,DJperfumes,GIVENCHY,AbsolutelyIrresistibleForWomenGivenchy75Ml,2724266359044,1,20,190,152
7/12/2013,28,3192464,Watches & Accessories,Watches,TheWatchStore,Accurate,AccurateSwissMadeGentsLeatherWatchAMQ1694LGoldDial,2724272260655,1,20,119,95.2
7/26/2013,30,3276033,Watches & Accessories,Watches,TheWatchStore,Accurate,AccurateSwissMadeGentsLeatherWatchAMQ1694LGoldDial,2724272260655,1,20,119,95.2
7/1/2013,27,3135810,Watches & Accessories,Watches,dod,Accurate,AccurateSwissMadeGentsWatchAMQ1443WhiteDial,2724274550662,1,20,129,103.2
7/25/2013,30,3268550,Watches & Accessories,Watches,TheWatchStore,Accurate,AccurateSymphonyMensSwissMadeBlackLeatherBandWatchAMQ1706LFreeBackpack,2724276565169,1,20,449,359.2
7/12/2013,28,3192922,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerWindows8Intelcorei3156Inches500GB4GBE15716680Laptop,2724276187385,1,12,1485,1306.8
7/3/2013,27,3144584,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724276497545,1,12,1880,1654.4
7/8/2013,28,3170855,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724276497545,1,12,1870,1645.6
7/9/2013,28,3175355,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724276497545,1,12,1870,1645.6
7/12/2013,28,3196323,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724276497545,1,12,1870,1645.6
7/13/2013,28,3199634,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724276497545,1,12,1870,1645.6
7/17/2013,29,3220153,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724265861241,1,12,1870,1645.6
7/17/2013,29,3221821,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724265861241,1,12,1870,1645.6
7/18/2013,29,3225407,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724265861241,1,12,1870,1645.6
7/18/2013,29,3229176,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724271154313,1,12,1870,1645.6
7/18/2013,29,3229693,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724271154313,1,12,1870,1645.6
7/22/2013,30,3249550,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,Acer14TouchScreenWindows8AspireV5471PLaptopIntelCorei5,2724276497545,1,12,1870,1645.6
7/2/2013,27,3139122,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerAspireV5471Corei3Window814InchLED500GB4GB,2724274495574,1,12,1580,1390.4
7/21/2013,30,3246746,Computers & Networking,Laptops & Notebooks ,mnunique94,Acer,AcerAspire5755G,2724276533113,1,12,1300,1144
7/28/2013,31,3290002,Computers & Networking,Laptops & Notebooks ,mnunique94,Acer,AcerAspire5755G,2724276533113,1,12,1300,1144
7/1/2013,27,3130185,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerAspireE1531Corei3Windows8Laptop,2724274267515,1,12,1380,1214.4
7/3/2013,27,3146819,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerAspireE1531Corei3Windows8Laptop,2724274267515,1,12,1380,1214.4
7/13/2013,28,3199898,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerAspireE1531Corei3Windows8Laptop,2724274267515,1,12,1399,1231.12
7/14/2013,29,3202418,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerAspireE1531Corei3Windows8Laptop,2724268509140,1,12,1399,1231.12
7/22/2013,30,3250333,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerAspireE1531Corei3Windows8Laptop,2724274267515,1,12,1450,1276
7/3/2013,27,3145160,Computers & Networking,Laptops & Notebooks ,Dhinkachika,Acer,ACERASPIRENOTEBOOKE1531WINDOWS8320GB156INCHLEDSCREEN,2724276540845,1,12,1188,1045.44
7/17/2013,29,3222000,Computers & Networking,Laptops & Notebooks ,Dhinkachika,Acer,ACERASPIRENOTEBOOKE1531WINDOWS8320GB156INCHLEDSCREEN,2724266629239,1,12,1188,1045.44
7/2/2013,27,3138305,Computers & Networking,Laptops & Notebooks ,dod,Acer,AcerAspireOneAO7220873LaptopAMDDualCore116Inches320GB4GBWindows7Black,2724272171647,1,12,999,879.12
7/2/2013,27,3138925,Computers & Networking,Laptops & Notebooks ,dod,Acer,AcerAspireOneAO7250687AMDDualCoreProcessorC60116Inches320GB2GBWindows7HPRed,2724272945118,1,12,999,879.12
7/19/2013,29,3232400,Computers & Networking,Laptops & Notebooks ,dod,Acer,AcerAspireOneAO7250687AMDDualCoreProcessorC60116Inches320GB2GBWindows7HPRed,2724266629239,1,12,949,835.12
7/11/2013,28,3186412,Computers & Networking,Laptops & Notebooks ,paolobgarcia,Acer,AcerAspireONED270101inch320,2724266296912,1,12,799,703.12
7/15/2013,29,3210367,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerAspireS3133inchWindows8UltraBookS33916448,2724267474234,1,12,1599,1407.12
7/17/2013,29,3222465,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerAspireS3133inchWindows8UltraBookS33916448,2724271511628,1,12,1599,1407.12
7/8/2013,28,3174529,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerAspireS33916448133inchWindows8UltraBook,2724274202875,1,12,1649,1451.12
7/12/2013,28,3193368,Computers & Networking,Laptops & Notebooks ,lowestprices,Acer,AcerAspireS33916448133inchWindows8UltraBook,2724274202875,1,12,1649,1451.12
7/16/2013,29,3214362,Watches & Accessories,Watches,max-store,Casio,AMW7101A,2724267119531,1,20,179,143.2
7/30/2013,31,3302798,Watches & Accessories,Watches,max-store,Casio,AMW7101A,2724270771122,1,20,178,142.4
7/21/2013,30,3246564,Clothing & Accessories,Eyewear,dod,Anabella,AnabellaSunglassesForLadiesSilver80656310125C3,2724270096201,1,20,99,79.2
7/9/2013,28,3176381,Watches & Accessories,Watches,waseem570,Feida,AnalogWhiteCrystalWomensWatch,2724273902547,1,20,75,60
7/9/2013,28,3179381,Watches & Accessories,Watches,waseem570,Feida,AnalogWhiteCrystalWomensWatch,2724273902547,1,20,75,60
7/15/2013,29,3209206,Watches & Accessories,Watches,waseem570,Feida,AnalogWhiteCrystalWomensWatch,2724267119531,1,20,75,60
7/7/2013,28,3164544,Watches & Accessories,Watches,RealGoods,USPoloAssn,AnalogDigitalBlackDialBlackRubberStrapWatch,2724267221821,1,20,175,140
7/26/2013,30,3277001,Watches & Accessories,Watches,RealGoods,USPoloAssn,AnalogDigitalBlackDialBlackRubberStrapWatch,2724267221821,1,20,175,140
7/21/2013,30,3245397,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarchighline,2724273920336,1,20,139,111.2
7/30/2013,31,3298019,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarchighline,2724273920220,1,20,219,175.2
7/30/2013,31,3298370,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarchighline,2724273920220,1,20,219,175.2
7/4/2013,27,3148639,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724273919316,1,20,259,207.2
7/10/2013,28,3183298,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724273919323,1,20,259,207.2
7/14/2013,29,3203646,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724269364069,1,20,259,207.2
7/16/2013,29,3217522,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724273169582,1,20,259,207.2
7/19/2013,29,3232776,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724265907345,1,20,259,207.2
7/20/2013,29,3237553,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724265907345,1,20,259,207.2
7/20/2013,29,3237553,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724265907345,1,20,259,207.2
7/21/2013,30,3246013,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724273919309,1,20,259,207.2
7/23/2013,30,3254964,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724273919309,1,20,259,207.2
7/27/2013,30,3277999,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724273919224,1,20,239,191.2
7/30/2013,31,3302991,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724273919187,1,20,239,191.2
7/31/2013,31,3312844,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcastor,2724273919316,1,20,199,159.2
7/28/2013,31,3287263,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcbleeker,2724273919415,1,20,169,135.2
7/18/2013,29,3227589,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcflatbush,2724267093480,1,20,139,111.2
7/20/2013,29,3237681,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcflatbush,2724267093480,1,20,239,191.2
7/26/2013,30,3272458,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcflatbush,2724273919033,1,20,139,111.2
7/26/2013,30,3276300,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcflatbush,2724273919149,1,20,219,175.2
7/30/2013,31,3302871,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcflatbush,2724273919057,1,20,139,111.2
7/31/2013,31,3306763,Bags & Shoes,Shoes,Fashion,AndrewMarc,AndrewMarcflatbush,2724273919033,1,20,139,111.2
7/1/2013,27,3133860,Health & Beauty,Perfumes & Fragrances,DJperfumes,GIVENCHY,AngeOuEtrangeLeSecretElixirbyGivenchy100mllAuthenticBrandNewbyPandorasBoxl,2724265642031,1,20,307,245.6
7/9/2013,28,3179422,Health & Beauty,Perfumes & Fragrances,dod,ThierryMugler,AngelAquaChic2013byThierryMugler50mlEaudeToilette,2724273915363,1,20,155,124
7/16/2013,29,3218821,Health & Beauty,Perfumes & Fragrances,ruuddude,AngelSchlesser,AngelSchlesserHommeTESTER,2724271771015,1,20,92,73.6
7/6/2013,27,3158208,Health & Beauty,Perfumes & Fragrances,ruuddude,VivenneWestwood,AnglomaniabyVivienneWestwood50mlEaudeParfum,2724273278239,1,20,240,192
7/3/2013,27,3144936,Health & Beauty,Perfumes & Fragrances,ruuddude,Animale,AnimaleforWomenbyAnimale50mlEaudeParfum,2724266796016,1,20,250,200
7/15/2013,29,3208371,Health & Beauty,Perfumes & Fragrances,ruuddude,Animale,AnimaleforWomenbyAnimale50mlEaudeParfum,2724275029525,2,20,500,400
7/21/2013,30,3242605,Health & Beauty,Perfumes & Fragrances,ruuddude,Animale,AnimaleforWomenbyAnimale50mlEaudeParfum,2724266796016,1,20,250,200
7/21/2013,30,3242251,Clothing & Accessories,Dresses,sundolls,AnnTaylor,AnnTaylorKnitPrintedDress,2724276742874,1,20,45,36
7/29/2013,31,3294728,Health & Beauty,Perfumes & Fragrances,ruuddude,AnnaSui,AnnaSuiSecretWishForWomenEaudeToilette75ML,2724269472122,1,20,250,200
7/10/2013,28,3184192,Watches & Accessories,Watches,RealGoods,AKAnneKlein,AnneKleinGoldToneHornResinBraceletWatch,2724270514415,1,20,299,239.2
7/2/2013,27,3137944,Watches & Accessories,Watches,RealGoods,AKAnneKlein,AnneKleinGoldToneTanLeatherStrapWatch,2724270468312,1,20,250,200
7/31/2013,31,3310773,Watches & Accessories,Watches,TheWatchStore,AKAnneKlein,AnneKleinLadiesAnalogQuartzPurpleDialAndLeatherBandWatch109933,2724277798894,1,20,299,239.2
7/26/2013,30,3274149,Watches & Accessories,Watches,TheWatchStore,AKAnneKlein,AnneKleinLadiesMotherofPearlDialLightPurpleLeatherBandWatch109918,2724277799150,1,20,299,239.2
7/7/2013,28,3166098,Watches & Accessories,Watches,TheWatchStore,AKAnneKlein,AnneKleinLadiesRoseGoldToneWhiteLeatherBandWatchAK1186,2724276162863,1,20,199,159.2
7/29/2013,31,3292942,Watches & Accessories,Watches,dod,AKAnneKlein,AnneKleinLadiesSilverToneWhiteLeatherBandWatchAK1059WTWT,2724276162719,1,20,169,135.2
7/2/2013,27,3140897,Watches & Accessories,Watches,worldshopper,AKAnneKlein,AnneKleinWomens109416RGBNSwarovskiCrystalRosegoldToneandBrownCeramicBraceletWatch,2724276004231,1,20,379,303.2
7/22/2013,30,3253605,Watches & Accessories,Watches,tommy-Helfiger,ANNEKLEIN,AnneKleinWomens109721MPRTSwarovskiCrystalAccentedRosegoldToneandSilverToneBraceletWatch,2724271039184,1,20,464,371.2
7/28/2013,31,3285264,Watches & Accessories,Watches,StockSale,AKAnneKlein,AnneKleinWomensAK1074WTGBWhiteDialGoldToneBraceletWatch,2724277735875,1,20,285,228
7/16/2013,29,3219014,Watches & Accessories,Watches,worldshopper,AKAnneKlein,AnneKleinWomensAK1110BKGBDiamondDialBlackWallToWallGoldToneBraceletWatch,2724275736942,1,20,399,319.2
7/24/2013,30,3266111,Watches & Accessories,Watches,worldshopper,AKAnneKlein,AnneKleinWomensAK1110BKGBDiamondDialBlackWallToWallGoldToneBraceletWatch,2724276004088,1,20,399,319.2
7/25/2013,30,3271765,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicaadelade,2724273981252,1,20,119,95.2
7/27/2013,30,3279388,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicaadeladizeppakhaki,2724273981474,1,20,119,95.2
7/7/2013,28,3167622,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicaalexa50,2724273981641,1,20,119,95.2
7/25/2013,30,3267953,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicabesame,2724273981573,1,20,119,95.2
7/31/2013,31,3312102,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicabesame,2724273981603,1,20,99,79.2
7/28/2013,31,3287067,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicacora50salmon,2724273981436,1,20,99,79.2
7/20/2013,29,3237315,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicadea,2724267490166,1,20,119,95.2
7/30/2013,31,3304916,Bags & Shoes,Shoes,reem55555,DusicaDusica,Dusicadea,2724273981726,1,20,119,95.2
7/22/2013,30,3249331,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicaingrid50,2724273981092,1,20,119,95.2
7/30/2013,31,3298667,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicaingrid50,2724273981153,1,20,99,79.2
7/17/2013,29,3224414,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicaingridzeppa,2724267490302,1,20,199,159.2
7/25/2013,30,3268003,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicaphynixsmokenubuck,2724273980927,1,20,119,95.2
7/30/2013,31,3304480,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicaphynixsmokenubuck,2724273980958,1,20,99,79.2
7/5/2013,27,3153804,Bags & Shoes,Shoes,Fashion,DusicaDusica,Dusicasasasalmon,2724273980811,1,20,119,95.2
7/28/2013,31,3290515,Computers & Networking,Laptops & Notebooks ,sd_slmn,HP,dv66170se,2724275747153,1,12,2300,2024
7/12/2013,28,3195761,Health & Beauty,Perfumes & Fragrances,dod,JenniferLopez,EauDeGlowJenniferLopezForWomen100ML,2724266403099,1,20,79,63.2
7/27/2013,30,3282034,Health & Beauty,Perfumes & Fragrances,dod,JenniferLopez,EauDeGlowJenniferLopezForWomen100ML,2724266403099,2,20,138,110.4
7/18/2013,29,3226131,Health & Beauty,Perfumes & Fragrances,DJperfumes,Lacoste,EauDeLacosteBlue100MlForMen,2724276546854,1,20,159,127.2
7/25/2013,30,3270624,Health & Beauty,Perfumes & Fragrances,DJperfumes,Lacoste,EauDeLacosteBlue100MlForMen,2724265861791,1,20,159,127.2
7/3/2013,27,3147607,Health & Beauty,Perfumes & Fragrances,dod,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724271641394,1,20,199,159.2
7/4/2013,27,3148656,Health & Beauty,Perfumes & Fragrances,dod,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724271641394,1,20,199,159.2
7/4/2013,27,3151837,Health & Beauty,Perfumes & Fragrances,dod,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724271641394,1,20,199,159.2
7/5/2013,27,3156747,Health & Beauty,Perfumes & Fragrances,dod,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724271641394,1,20,199,159.2
7/9/2013,28,3176305,Health & Beauty,Perfumes & Fragrances,dod,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724271641394,1,20,199,159.2
7/19/2013,29,3233664,Health & Beauty,Perfumes & Fragrances,DJperfumes,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724276546854,1,20,252,201.6
7/21/2013,30,3243734,Health & Beauty,Perfumes & Fragrances,DJperfumes,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724271641394,1,20,252,201.6
7/30/2013,31,3301897,Health & Beauty,Perfumes & Fragrances,dod,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724271641394,1,20,199,159.2
7/30/2013,31,3303605,Health & Beauty,Perfumes & Fragrances,dod,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724271641394,1,20,199,159.2
7/30/2013,31,3304338,Health & Beauty,Perfumes & Fragrances,dod,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724271641394,1,20,199,159.2
7/31/2013,31,3308693,Health & Beauty,Perfumes & Fragrances,dod,Lacoste,EauDeLacostebyLacosteforWomenEDP90ml,2724271641394,1,20,199,159.2
7/29/2013,31,3296821,Health & Beauty,Perfumes & Fragrances,DJperfumes,Givenchy,EauDeMoiselleDeGivenchyWomenEdt50ml,2724269318673,2,20,358,286.4
7/1/2013,27,3131378,Health & Beauty,Perfumes & Fragrances,N-Perfumes,Sisley,EAUDUSOIRbySisleyEauDeParfumSpray34ozforWomen,2724274668763,2,20,1136,908.8
